Cod CIM,Denumire comerciala,DCI,Forma farmaceutica,Concentratie,Firma / tara producatoare APP,Firma / tara detinatoare APP,Cod ATC,Actiune terapeutica,Prescriptie,Nr / data ambalaj APP,Ambalaj,Volum ambalaj,Valabilitate ambalaj,Bulina,Diez,Stea,Triunghi,Dreptunghi,Data actualizare
W70050010,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/10,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70050011,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/11,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70050012,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/12,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70050013,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/13,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70050014,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/14,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70050015,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/15,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70050016,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/16,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70050017,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/17,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70050018,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/18,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70050019,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/19,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70050020,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/20,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70050021,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/21,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70050022,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/22,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70050023,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/23,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70050024,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/24,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70050025,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/25,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70050026,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/26,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70050027,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/27,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70050028,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/28,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70050029,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/29,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70050030,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/30,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70050031,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/31,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70050032,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/32,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70050033,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/33,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70050034,RUNAPLAX 15 mg,RIVAROXABANUM,COMPR. FILM.,15mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14751/2022/34,Cutie cu 1 flac. PEID x 100 compr. film.,,3 ani,,,,,,06.03.26
W70051001,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/01,Cutie cu blist. OPA-PVC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70051002,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/02,Cutie cu blist. OPA-PVC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70051003,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/03,Cutie cu blist. OPA-PVC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70051004,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/04,Cutie cu blist. OPA-PVC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70051005,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/05,Cutie cu blist. OPA-PVC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70051006,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/06,Cutie cu blist. OPA-PVC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70051007,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/07,Cutie cu blist. OPA-PVC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70051008,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/08,Cutie cu blist. OPA-PVC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70051009,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/09,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70051010,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/10,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70051011,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/11,Cutie cu blist. perforate pt. eliberarea unei unitati dozate OPA-PVC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70051012,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/12,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70051013,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/13,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70051014,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/14,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70051015,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/15,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70051016,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/16,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70051017,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/17,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70051018,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/18,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70051019,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/19,Cutie cu blist. cu folie transparenta PVC-PVDC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70051020,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/20,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70051021,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/21,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70051022,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/22,Cutie cu blist. cu folie transparenta perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70051023,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/23,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 10 compr. film.,,3 ani,,,,,,06.03.26
W70051024,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/24,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 20 compr. film.,,3 ani,,,,,,06.03.26
W70051025,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/25,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 28 compr. film.,,3 ani,,,,,,06.03.26
W70051026,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/26,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 30 compr. film.,,3 ani,,,,,,06.03.26
W70051027,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/27,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 42 compr. film.,,3 ani,,,,,,06.03.26
W70051028,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/28,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 50 compr. film.,,3 ani,,,,,,06.03.26
W70051029,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/29,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 98 compr. film.,,3 ani,,,,,,06.03.26
W70051030,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/30,Cutie cu blist. cu folie opaca PVC-PVDC/Al x 100 compr. film.,,3 ani,,,,,,06.03.26
W70051031,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/31,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 5x1 compr. film.,,3 ani,,,,,,06.03.26
W70051032,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/32,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 10x1 compr. film.,,3 ani,,,,,,06.03.26
W70051033,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/33,Cutie cu blist. cu folie opaca perforate pt. eliberarea unei unitati dozate PVC-PVDC/Al x 14x1 compr. film.,,3 ani,,,,,,06.03.26
W70051034,RUNAPLAX 20 mg,RIVAROXABANUM,COMPR. FILM.,20mg,SALUTAS PHARMA GMBH - GERMANIA,SANDOZ PHARMACEUTICALS S.R.L. - ROMANIA,B01AF01,ANTITROMBOTICE INHIBITORI DIRECTI AI FACTORULUI XA,PRF,14752/2022/34,Cutie cu 1 flac. PEID x 100 compr. film.,,3 ani,,,,,,06.03.26
W67542001,RUPALYN 200 mg,IBUPROFENUM,COMPR. FILM.,200mg,MEDOCHEMIE LTD. (FACTORY AZ) - CIPRU,MEDOCHEMIE LTD. - CIPRU,M01AE01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,OTC,13664/2021/01,Cutie cu blistere din PVC-PVdC/Al x 2 comprimate filmate,,3 ani,,,,,,06.03.26
W67542002,RUPALYN 200 mg,IBUPROFENUM,COMPR. FILM.,200mg,MEDOCHEMIE LTD. (FACTORY AZ) - CIPRU,MEDOCHEMIE LTD. - CIPRU,M01AE01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,OTC,13664/2021/02,Cutie cu blistere din PVC-PVdC/Al x 4 comprimate filmate,,3 ani,,,,,,06.03.26
W67542003,RUPALYN 200 mg,IBUPROFENUM,COMPR. FILM.,200mg,MEDOCHEMIE LTD. (FACTORY AZ) - CIPRU,MEDOCHEMIE LTD. - CIPRU,M01AE01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,OTC,13664/2021/03,Cutie cu blistere din PVC-PVdC/Al x 6 comprimate filmate,,3 ani,,,,,,06.03.26
W67542004,RUPALYN 200 mg,IBUPROFENUM,COMPR. FILM.,200mg,MEDOCHEMIE LTD. (FACTORY AZ) - CIPRU,MEDOCHEMIE LTD. - CIPRU,M01AE01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,OTC,13664/2021/04,Cutie cu blistere din PVC-PVdC/Al x 8 comprimate filmate,,3 ani,,,,,,06.03.26
W67542005,RUPALYN 200 mg,IBUPROFENUM,COMPR. FILM.,200mg,MEDOCHEMIE LTD. (FACTORY AZ) - CIPRU,MEDOCHEMIE LTD. - CIPRU,M01AE01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,OTC,13664/2021/05,Cutie cu blistere din PVC-PVdC/Al x 10 comprimate filmate,,3 ani,,,,,,06.03.26
W67542006,RUPALYN 200 mg,IBUPROFENUM,COMPR. FILM.,200mg,MEDOCHEMIE LTD. (FACTORY AZ) - CIPRU,MEDOCHEMIE LTD. - CIPRU,M01AE01,ANTIINFLAMATOARE SI ANTIREUMATICE NESTEROIDIENE DERIVATI DE ACID PROPIONIC,OTC,13664/2021/06,Cutie cu blistere din PVC-PVdC/Al x 12 comprimate filmate,,3 ani,,,,,,06.03.26
