Cod CIM,Denumire comerciala,DCI,Forma farmaceutica,Concentratie,Firma / tara producatoare APP,Firma / tara detinatoare APP,Cod ATC,Actiune terapeutica,Prescriptie,Nr / data ambalaj APP,Ambalaj,Volum ambalaj,Valabilitate ambalaj,Bulina,Diez,Stea,Triunghi,Dreptunghi,Data actualizare
W71448005,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/05,Cutie cu blist. OPA-Al-PVC/Al x 90 compr. film.,,2 ani,,,,,,06.03.26
W71448006,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/06,Cutie cu blist. OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W71448007,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/07,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71448008,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/08,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
W71448009,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/09,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71448010,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/10,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W71448011,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/11,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 10x1 compr. film.,,2 ani,,,,,,06.03.26
W71448012,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/12,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 28x1 compr. film.,,2 ani,,,,,,06.03.26
W71448013,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/13,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 30x1 compr. film.,,2 ani,,,,,,06.03.26
W71448014,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/14,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 50x1 compr. film.,,2 ani,,,,,,06.03.26
W71448015,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/15,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 90x1 compr. film.,,2 ani,,,,,,06.03.26
W71448016,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/16,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 98x1 compr. film.,,2 ani,,,,,,06.03.26
W71448017,DAGETIA 5 mg,DAPAGLIFLOZINUM,COMPR. FILM.,5mg,PHARMAPATH S.A. - GRECIA,MEDOCHEMIE LTD. - CIPRU,A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15706/2024/17,Cutie cu blist. perforate OPA-Al-PVC/Al pt. elib. unei unittati dozate continând 100x1 compr. film.,,2 ani,,,,,,06.03.26
W71243001,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/01,Cutie cu blist. OPA-Al-PVC/Al x 10 compr. film.,,2 ani,,,,,,06.03.26
W71243002,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/02,Cutie cu blist. OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71243003,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/03,Cutie cu blist. OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
W71243004,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/04,Cutie cu blist. OPA-Al-PVC/Al x 30 compr. film.,,2 ani,,,,,,06.03.26
W71243005,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/05,Cutie cu blist. OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71243006,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/06,Cutie cu blist. OPA-Al-PVC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W71243007,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/07,Cutie cu blist. OPA-Al-PVC/Al x 84 compr. film.,,2 ani,,,,,,06.03.26
W71243008,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/08,Cutie cu blist. OPA-Al-PVC/Al x 90 compr. film.,,2 ani,,,,,,06.03.26
W71243009,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/09,Cutie cu blist. OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W71243010,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/10,Cutie cu blist. OPA-Al-PVC/Al x 100 compr. film.,,2 ani,,,,,,06.03.26
W71243011,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/11,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W71243012,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/12,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
W71243013,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/13,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W71243014,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/14,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 84 compr. film.,,2 ani,,,,,,06.03.26
W71243015,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/15,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W71243016,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/16,Cutie cu blist. perforate pt. elib. unei unitati dozate x 10x1 compr. film.,,2 ani,,,,,,06.03.26
W71243017,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/17,Cutie cu blist. perforate pt. elib. unei unitati dozate x 14x1 compr. film.,,2 ani,,,,,,06.03.26
W71243018,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/18,Cutie cu blist. perforate pt. elib. unei unitati dozate x 28x1 compr. film.,,2 ani,,,,,,06.03.26
W71243019,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/19,Cutie cu blist. perforate pt. elib. unei unitati dozate x 30x1 compr. film.,,2 ani,,,,,,06.03.26
W71243020,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/20,Cutie cu blist. perforate pt. elib. unei unitati dozate x 56x1 compr. film.,,2 ani,,,,,,06.03.26
W71243021,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/21,Cutie cu blist. perforate pt. elib. unei unitati dozate x 60x1 compr. film.,,2 ani,,,,,,06.03.26
W71243022,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/22,Cutie cu blist. perforate pt. elib. unei unitati dozate x 84x1 compr. film.,,2 ani,,,,,,06.03.26
W71243023,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/23,Cutie cu blist. perforate pt. elib. unei unitati dozate x 90x1 compr. film.,,2 ani,,,,,,06.03.26
W71243024,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/24,Cutie cu blist. perforate pt. elib. unei unitati dozate x 98x1 compr. film.,,2 ani,,,,,,06.03.26
W71243025,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/25,Cutie cu blist. perforate pt. elib. unei unitati dozate x 100x1 compr. film.,,2 ani,,,,,,06.03.26
W71243026,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/26,Cutie cu blist. perforate pt. elib. unei unitati dozate tip calendar x 14x1 compr. film. x 14x1 compr. film.,,2 ani,,,,,,06.03.26
W71243027,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/27,Cutie cu blist. perforate pt. elib. unei unitati dozate tip calendar x 14x1 compr. film. x 28x1 compr. film.,,2 ani,,,,,,06.03.26
W71243028,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/28,Cutie cu blist. perforate pt. elib. unei unitati dozate tip calendar x 14x1 compr. film. x 56x1 compr. film.,,2 ani,,,,,,06.03.26
W71243029,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/29,Cutie cu blist. perforate pt. elib. unei unitati dozate tip calendar x 14x1 compr. film. x 84x1 compr. film.,,2 ani,,,,,,06.03.26
W71243030,DAGRADUO 100 mg/10 mg,COMBINATII (SITAGLIPTINUM+DAPAGLIFLOZINUM),COMPR. FILM.,100mg/10mg,"KRKA, D.D., NOVO MESTO - SLOVENIA","KRKA, D.D., NOVO MESTO - SLOVENIA",A10BD29,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE COMBINATII DE ANTIDIABETICE ORALE",PRF,16116/2025/30,Cutie cu blist. perforate pt. elib. unei unitati dozate tip calendar x 14x1 compr. film. x 98x1 compr. film.,,2 ani,,,,,,06.03.26
W69863001,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/01,Cutie cu blist. OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W69863002,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/02,Cutie cu blist. OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
W69863003,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/03,Cutie cu blist. OPA-Al-PVC/Al x 30 compr. film.,,2 ani,,,,,,06.03.26
W69863004,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/04,Cutie cu blist. OPA-Al-PVC/Al x 56 compr. film.,,2 ani,,,,,,06.03.26
W69863005,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/05,Cutie cu blist. OPA-Al-PVC/Al x 60 compr. film.,,2 ani,,,,,,06.03.26
W69863006,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/06,Cutie cu blist. OPA-Al-PVC/Al x 90 compr. film.,,2 ani,,,,,,06.03.26
W69863007,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/07,Cutie cu blist. OPA-Al-PVC/Al x 98 compr. film.,,2 ani,,,,,,06.03.26
W69863008,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/08,Cutie cu blist. OPA-Al-PVC/Al x 100 compr. film.,,2 ani,,,,,,06.03.26
W69863009,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/09,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 14 compr. film.,,2 ani,,,,,,06.03.26
W69863010,DAGRAFORS 10 mg,DAPAGLIFLOZINUM,COMPR. FILM.,10mg,"KRKA, D.D. NOVO MESTO - SLOVENIA","KRKA, D.D. NOVO MESTO - SLOVENIA",A10BK01,"ANTIDIABETICE ORALE SI PARENTERALE, EXCLUSIV INSULINE INHIBITORI AI CO-TRANSPORTATORULUI 2 DE SODIU-GLUCOZA (SGLT2",PRF,15185/2023/10,Cutie cu blist. tip calendar OPA-Al-PVC/Al x 28 compr. film.,,2 ani,,,,,,06.03.26
